# session_id,valid|invalid,reason
M2_00517,valid,normal LOGIN->VIEW->LOGOUT session
M2_00518,valid,normal LOGIN->VIEW->LOGOUT session
M2_00519,invalid,action after LOGOUT
M2_00520,valid,normal LOGIN->VIEW->LOGOUT session
M2_00521,valid,normal LOGIN->VIEW->LOGOUT session
M2_00522,valid,normal LOGIN->VIEW->LOGOUT session
M2_00523,invalid,action after LOGOUT
M2_00524,valid,normal LOGIN->VIEW->LOGOUT session
M2_00525,valid,normal LOGIN->VIEW->LOGOUT session
M2_00526,valid,normal LOGIN->VIEW->LOGOUT session
M2_00527,invalid,action after LOGOUT
M2_00528,valid,normal LOGIN->VIEW->LOGOUT session
M2_00529,valid,normal LOGIN->VIEW->LOGOUT session
M2_00530,valid,normal LOGIN->VIEW->LOGOUT session
M2_00531,valid,normal LOGIN->VIEW->LOGOUT session
M2_00532,valid,normal LOGIN->VIEW->LOGOUT session
M2_00533,valid,normal LOGIN->VIEW->LOGOUT session
M2_00534,valid,normal LOGIN->VIEW->LOGOUT session
M2_00535,valid,normal LOGIN->VIEW->LOGOUT session
M2_00536,valid,normal LOGIN->VIEW->LOGOUT session
M2_00537,valid,normal LOGIN->VIEW->LOGOUT session
M2_00538,valid,normal LOGIN->VIEW->LOGOUT session
M2_00539,invalid,missing LOGIN
M2_00540,valid,normal LOGIN->VIEW->LOGOUT session
M2_00541,valid,normal LOGIN->VIEW->LOGOUT session
M2_00542,valid,normal LOGIN->VIEW->LOGOUT session
M2_00543,valid,normal LOGIN->VIEW->LOGOUT session
M2_00544,valid,normal LOGIN->VIEW->LOGOUT session
M2_00545,valid,normal LOGIN->VIEW->LOGOUT session
M2_00546,valid,normal LOGIN->VIEW->LOGOUT session
M2_00547,invalid,action after LOGOUT
M2_00548,valid,normal LOGIN->VIEW->LOGOUT session
M2_00549,valid,normal LOGIN->VIEW->LOGOUT session
M2_00550,valid,normal LOGIN->VIEW->LOGOUT session
M2_00551,valid,normal LOGIN->VIEW->LOGOUT session
M2_00552,invalid,action after LOGOUT
M2_00553,valid,normal LOGIN->VIEW->LOGOUT session
M2_00554,valid,normal LOGIN->VIEW->LOGOUT session
M2_00555,valid,normal LOGIN->VIEW->LOGOUT session
M2_00556,valid,normal LOGIN->VIEW->LOGOUT session
M2_00557,invalid,action after LOGOUT
M2_00558,valid,normal LOGIN->VIEW->LOGOUT session
M2_00559,valid,normal LOGIN->VIEW->LOGOUT session
M2_00560,valid,normal LOGIN->VIEW->LOGOUT session
M2_00561,valid,normal LOGIN->VIEW->LOGOUT session
M2_00562,valid,normal LOGIN->VIEW->LOGOUT session
M2_00563,valid,normal LOGIN->VIEW->LOGOUT session
M2_00564,valid,normal LOGIN->VIEW->LOGOUT session
M2_00565,valid,normal LOGIN->VIEW->LOGOUT session
M2_00566,valid,normal LOGIN->VIEW->LOGOUT session
M2_00567,valid,normal LOGIN->VIEW->LOGOUT session
M2_00568,valid,normal LOGIN->VIEW->LOGOUT session
M2_00569,valid,normal LOGIN->VIEW->LOGOUT session
M2_00570,valid,normal LOGIN->VIEW->LOGOUT session
M2_00571,valid,normal LOGIN->VIEW->LOGOUT session
M2_00572,valid,normal LOGIN->VIEW->LOGOUT session
M2_00573,valid,normal LOGIN->VIEW->LOGOUT session
M2_00574,valid,normal LOGIN->VIEW->LOGOUT session
M2_00575,valid,normal LOGIN->VIEW->LOGOUT session
M2_00576,valid,normal LOGIN->VIEW->LOGOUT session
M2_00577,valid,normal LOGIN->VIEW->LOGOUT session
M2_00578,invalid,action after LOGOUT
M2_00579,valid,normal LOGIN->VIEW->LOGOUT session
M2_00580,valid,normal LOGIN->VIEW->LOGOUT session
M2_00581,valid,normal LOGIN->VIEW->LOGOUT session
M2_00582,valid,normal LOGIN->VIEW->LOGOUT session
M2_00583,valid,normal LOGIN->VIEW->LOGOUT session
M2_00584,valid,normal LOGIN->VIEW->LOGOUT session
M2_00585,valid,normal LOGIN->VIEW->LOGOUT session
M2_00586,valid,normal LOGIN->VIEW->LOGOUT session
M2_00587,valid,normal LOGIN->VIEW->LOGOUT session
M2_00588,valid,normal LOGIN->VIEW->LOGOUT session
M2_00589,valid,normal LOGIN->VIEW->LOGOUT session
M2_00590,valid,normal LOGIN->VIEW->LOGOUT session
M2_00591,valid,normal LOGIN->VIEW->LOGOUT session
M2_00592,valid,normal LOGIN->VIEW->LOGOUT session
M2_00593,valid,normal LOGIN->VIEW->LOGOUT session
M2_00594,valid,normal LOGIN->VIEW->LOGOUT session
M2_00595,invalid,missing LOGIN
M2_00596,invalid,missing LOGOUT
M2_00597,valid,normal LOGIN->VIEW->LOGOUT session
M2_00598,valid,normal LOGIN->VIEW->LOGOUT session
M2_00599,valid,normal LOGIN->VIEW->LOGOUT session
M2_00600,valid,normal LOGIN->VIEW->LOGOUT session
M2_00601,valid,normal LOGIN->VIEW->LOGOUT session
M2_00602,valid,normal LOGIN->VIEW->LOGOUT session
M2_00603,valid,normal LOGIN->VIEW->LOGOUT session
M2_00604,valid,normal LOGIN->VIEW->LOGOUT session
M2_00605,valid,normal LOGIN->VIEW->LOGOUT session
M2_00606,valid,normal LOGIN->VIEW->LOGOUT session
M2_00607,valid,normal LOGIN->VIEW->LOGOUT session
M2_00608,valid,normal LOGIN->VIEW->LOGOUT session
M2_00609,valid,normal LOGIN->VIEW->LOGOUT session
M2_00610,valid,normal LOGIN->VIEW->LOGOUT session
M2_00611,invalid,missing LOGOUT
M2_00612,valid,normal LOGIN->VIEW->LOGOUT session
M2_00613,valid,normal LOGIN->VIEW->LOGOUT session
M2_00614,valid,normal LOGIN->VIEW->LOGOUT session
M2_00615,valid,normal LOGIN->VIEW->LOGOUT session
M2_00616,invalid,action after LOGOUT
M2_00617,valid,normal LOGIN->VIEW->LOGOUT session
M2_00618,valid,normal LOGIN->VIEW->LOGOUT session
M2_00619,valid,normal LOGIN->VIEW->LOGOUT session
M2_00620,valid,normal LOGIN->VIEW->LOGOUT session
M2_00621,invalid,missing LOGIN
M2_00622,invalid,missing LOGOUT
M2_00623,valid,normal LOGIN->VIEW->LOGOUT session
M2_00624,valid,normal LOGIN->VIEW->LOGOUT session
M2_00625,invalid,action after LOGOUT
M2_00626,valid,normal LOGIN->VIEW->LOGOUT session
M2_00627,invalid,missing LOGIN
M2_00628,valid,normal LOGIN->VIEW->LOGOUT session
M2_00629,valid,normal LOGIN->VIEW->LOGOUT session
M2_00630,valid,normal LOGIN->VIEW->LOGOUT session
M2_00631,invalid,missing LOGOUT
M2_00632,valid,normal LOGIN->VIEW->LOGOUT session
M2_00633,valid,normal LOGIN->VIEW->LOGOUT session
M2_00634,valid,normal LOGIN->VIEW->LOGOUT session
M2_00635,valid,normal LOGIN->VIEW->LOGOUT session
M2_00636,valid,normal LOGIN->VIEW->LOGOUT session
M2_00637,valid,normal LOGIN->VIEW->LOGOUT session
M2_00638,valid,normal LOGIN->VIEW->LOGOUT session
M2_00639,valid,normal LOGIN->VIEW->LOGOUT session
M2_00640,valid,normal LOGIN->VIEW->LOGOUT session
M2_00641,valid,normal LOGIN->VIEW->LOGOUT session
M2_00642,valid,normal LOGIN->VIEW->LOGOUT session
M2_00643,invalid,action after LOGOUT
M2_00644,valid,normal LOGIN->VIEW->LOGOUT session
M2_00645,valid,normal LOGIN->VIEW->LOGOUT session
M2_00646,valid,normal LOGIN->VIEW->LOGOUT session
M2_00647,valid,normal LOGIN->VIEW->LOGOUT session
M2_00648,valid,normal LOGIN->VIEW->LOGOUT session
M2_00649,valid,normal LOGIN->VIEW->LOGOUT session
M2_00650,valid,normal LOGIN->VIEW->LOGOUT session
M2_00651,invalid,action after LOGOUT
M2_00652,valid,normal LOGIN->VIEW->LOGOUT session
M2_00653,valid,normal LOGIN->VIEW->LOGOUT session
M2_00654,valid,normal LOGIN->VIEW->LOGOUT session
M2_00655,valid,normal LOGIN->VIEW->LOGOUT session
M2_00656,valid,normal LOGIN->VIEW->LOGOUT session
M2_00657,valid,normal LOGIN->VIEW->LOGOUT session
M2_00658,valid,normal LOGIN->VIEW->LOGOUT session
M2_00659,valid,normal LOGIN->VIEW->LOGOUT session
M2_00660,valid,normal LOGIN->VIEW->LOGOUT session
M2_00661,valid,normal LOGIN->VIEW->LOGOUT session
M2_00662,valid,normal LOGIN->VIEW->LOGOUT session
M2_00663,invalid,action after LOGOUT
M2_00664,valid,normal LOGIN->VIEW->LOGOUT session
M2_00665,invalid,missing LOGOUT
M2_00666,valid,normal LOGIN->VIEW->LOGOUT session
M2_00667,valid,normal LOGIN->VIEW->LOGOUT session
M2_00668,valid,normal LOGIN->VIEW->LOGOUT session
M2_00669,valid,normal LOGIN->VIEW->LOGOUT session
M2_00670,valid,normal LOGIN->VIEW->LOGOUT session
M2_00671,valid,normal LOGIN->VIEW->LOGOUT session
M2_00672,valid,normal LOGIN->VIEW->LOGOUT session
M2_00673,valid,normal LOGIN->VIEW->LOGOUT session
M2_00674,valid,normal LOGIN->VIEW->LOGOUT session
M2_00675,invalid,missing LOGIN
M2_00676,invalid,missing LOGIN
M2_00677,valid,normal LOGIN->VIEW->LOGOUT session
M2_00678,valid,normal LOGIN->VIEW->LOGOUT session
M2_00679,valid,normal LOGIN->VIEW->LOGOUT session
M2_00680,valid,normal LOGIN->VIEW->LOGOUT session
M2_00681,valid,normal LOGIN->VIEW->LOGOUT session
M2_00682,valid,normal LOGIN->VIEW->LOGOUT session
M2_00683,valid,normal LOGIN->VIEW->LOGOUT session
M2_00684,valid,normal LOGIN->VIEW->LOGOUT session
M2_00685,invalid,action after LOGOUT
M2_00686,valid,normal LOGIN->VIEW->LOGOUT session
M2_00687,invalid,missing LOGOUT
M2_00688,valid,normal LOGIN->VIEW->LOGOUT session
M2_00689,valid,normal LOGIN->VIEW->LOGOUT session
M2_00690,valid,normal LOGIN->VIEW->LOGOUT session
M2_00691,invalid,missing LOGOUT
M2_00692,valid,normal LOGIN->VIEW->LOGOUT session
M2_00693,valid,normal LOGIN->VIEW->LOGOUT session
M2_00694,valid,normal LOGIN->VIEW->LOGOUT session
M2_00695,valid,normal LOGIN->VIEW->LOGOUT session
M2_00696,invalid,missing LOGOUT
M2_00697,valid,normal LOGIN->VIEW->LOGOUT session
M2_00698,valid,normal LOGIN->VIEW->LOGOUT session
M2_00699,invalid,missing LOGOUT
M2_00700,invalid,missing LOGOUT
M2_00701,valid,normal LOGIN->VIEW->LOGOUT session
M2_00702,valid,normal LOGIN->VIEW->LOGOUT session
M2_00703,invalid,action after LOGOUT
M2_00704,invalid,action after LOGOUT
M2_00705,valid,normal LOGIN->VIEW->LOGOUT session
M2_00706,valid,normal LOGIN->VIEW->LOGOUT session
M2_00707,valid,normal LOGIN->VIEW->LOGOUT session
M2_00708,valid,normal LOGIN->VIEW->LOGOUT session
M2_00709,valid,normal LOGIN->VIEW->LOGOUT session
M2_00710,invalid,missing LOGOUT
M2_00711,valid,normal LOGIN->VIEW->LOGOUT session
M2_00712,valid,normal LOGIN->VIEW->LOGOUT session
M2_00713,valid,normal LOGIN->VIEW->LOGOUT session
